workload,run-time,cache-misses,instructions,branches,branch-misses,ref-cycles,cycles,faults,bus-cycles,cache-references,context-switches,cpu-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,itlb_misses.stlb_hit,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,mem-stores,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,l2_rqsts.all_demand_miss,l2_rqsts.all_demand_references,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_trans.l2_wb,l2_rqsts.miss,l2_rqsts.references,cycle_activity.cycles_mem_any,cycle_activity.stalls_mem_any,cycle_activity.stalls_total,uops_executed.stall_cycles,uops_issued.stall_cycles,uops_retired.stall_cycles,dtlb_load_misses.stlb_hit,dtlb_store_misses.stlb_hit,inst_retired.any,br_misp_retired.all_branches,br_inst_retired.all_branches,br_inst_retired.near_taken,br_inst_retired.near_call,mem_inst_retired.all_loads,mem_inst_retired.all_stores,l1d.replacement,l2_lines_in.all,longest_lat_cache.miss,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,uops_executed.thread,uops_executed.core_cycles_ge_1,cpu_clk_unhalted.ref_tsc,msr/tsc/,IpMispredict,BpTkBranch,IpBranch,IpCall,IpTB,IpLoad,IpStore,L1D_Cache_Fill_BW,L2_Cache_Fill_BW,L3_Cache_Fill_BW,CPI,MLP,ILP,CPU_Utilization
526.blender_r,400,6007509064,2862541911195,433976048305,15526707696,1175528419875,1679109168817,413870,9404227710,39197589121,3361,395590,20992503262,916975209886,164704876078,1563437853,1108142376,7125663455,1853043,134119661,355373383,15734080766,439087026527,163601723808,389831696,930746962338,8480586,164133989429,3720321,648407,6938058355,16739573099,1021438863,5739449805,3468177270,26938970044,44544736822,1514504105965,226191829743,365163842938,365180907752,507183386398,862966526868,48750072716,714689125,2911870878616,15827521046,441337046987,179473987812,8531183104,932871085377,164532610253,21293072189,24370555028,5755058521,660379973453,287440299859,3756409877338,1340916740235,1166321941625,1177808201927,183.98,2.46,6.6,341.32,16.22,3.12,17.7,3.4,3.89,0.92,0.58,2.3,5.6,0.99
526.blender_r,402,6034933432,2875683195647,435936962612,15608180380,1181469205625,1687603194547,414140,9451754020,39468967359,3377,397590,21114825964,921201456216,165579085817,1573398388,1110087077,7155415117,1854904,134145246,356337147,15820423724,441091068377,164435059252,393458801,935492696161,8488171,165024951771,3727434,651700,6976847927,16821012144,1027161966,5767724608,3477507647,27073088847,44769318988,1522223177862,227058564839,366703479675,366720631772,509365798048,866906827389,48965295066,719160262,2927179406984,15910263691,443610863220,180405888392,8579812245,937863937102,165417162190,21419171106,24524837633,5776179819,662692412299,289107595047,3774930606979,1347633010732,1172263755625,1183813708700,183.98,2.46,6.6,341.17,16.23,3.12,17.7,3.41,3.9,0.92,0.58,2.29,5.6,0.99
526.blender_r,404,6057613024,2891440172266,438284408203,15679919482,1187413141375,1696101935172,414287,9499305504,39645737262,3401,399591,21201339350,926267164435,166489544240,1583167534,1111707614,7193041921,1857153,134189107,357480161,15906415541,443310149050,165322076499,394635923,940712510740,8496158,165872501367,3735376,656083,7010076523,16902885136,1033632211,5799152102,3486810545,27219457347,44997915630,1529961415972,228134487679,368400203227,368417441148,511736223187,871004452199,49220175310,724664469,2942937179192,15987832431,445959042589,181362901517,8628407145,942973085853,166313271792,21522350482,24650778416,5795390480,664624921784,290318090349,3794936037004,1354702434078,1178206807750,1189818412520,184.07,2.46,6.6,341.08,16.23,3.12,17.7,3.41,3.9,0.92,0.58,2.29,5.6,0.99
526.blender_r,406,6087378895,2904538827598,440249283486,15763394489,1193361385250,1704606968557,414456,9546891474,39881670159,3420,401592,21322474808,930472607409,167308800028,1592191126,1113198916,7223951118,1859261,134282163,358588988,15981218098,445717264367,166219258681,396219293,945380507727,8503817,166780242606,3744900,658141,7056139510,16988482624,1040088145,5832342158,3493867418,27364644075,45227719691,1537629746471,229117607536,370059005355,370076328102,514091210726,875132695764,49452011049,727544052,2957559736011,16072298243,448136868626,182245559704,8672673572,947707167591,167151278237,21628901448,24795218588,5813354277,666624775684,291624605094,3814784344649,1361731471414,1184146194875,1195822408446,184.02,2.46,6.6,341.02,16.23,3.12,17.69,3.41,3.9,0.92,0.58,2.29,5.6,0.99
526.blender_r,408,6108673119,2918611987635,442338181081,15848544375,1199310890750,1713113636233,414652,9594487507,40111665635,3438,403593,21433970829,935079602621,168164996913,1602386652,1115734803,7245759661,1861421,134348058,359922264,16067080241,447837114578,167069371274,398500806,950528592067,8510912,167597538691,3750711,660250,7082817697,17056883576,1044737159,5851617886,3503102386,27451448888,45388686939,1545417059585,230013763940,371600623766,371618034065,516282293818,879108303707,49740575790,731908725,2974155756651,16147450967,450590400598,183242647949,8716057652,953051056624,167992130342,21732134178,24930857444,5826163816,668504470651,292935147566,3834198831881,1368684213421,1190089408625,1201827319211,184.19,2.46,6.6,341.23,16.23,3.12,17.7,3.4,3.91,0.91,0.58,2.28,5.6,0.99
526.blender_r,410,6128346702,2934480622479,444702937451,15919672856,1205257355000,1721616074603,414818,9642059233,40296990409,3458,405593,21524735009,940190313770,168986444950,1612427595,1118413833,7278689215,1864992,134409573,360757136,16144370509,450271996376,167892860584,399651401,955685270911,8518350,168413335153,3756508,661723,7115819547,17135450412,1050712941,5879816450,3513890485,27573345987,45584583387,1553184611054,231001669946,373210072563,373227567794,518575931269,883140930261,49972267021,735225044,2990029642367,16222174505,452943880878,184197304955,8759988660,958163233042,168854340029,21807344145,25010110937,5849254991,670097231887,293936472154,3854844626672,1375852753751,1196033495500,1207832908644,184.32,2.46,6.6,341.33,16.23,3.12,17.71,3.4,3.9,0.91,0.58,2.28,5.6,0.99
526.blender_r,412,6143958166,2948555777002,446805552543,16003990053,1211207381000,1730123570365,415099,9689659432,40572100378,3477,407594,21641452641,944812837309,169805136592,1619791314,1119497188,7299147864,1867911,134496381,361732868,16215225598,452718241697,168775137355,401926555,960515374795,8526408,169279347243,3764514,670356,7151019938,17201490477,1055586387,5901784313,3520792086,27669538830,45748928874,1560951498496,232089059191,374972887488,374990474908,520992791685,887415581748,50236368558,740903553,3006344745618,16298324295,455374545342,185171913390,8799793802,963403907093,169672867010,21899690045,25128160842,5874622593,672191754990,295300248027,3874555602648,1382802863478,1201980885875,1213837632815,184.46,2.46,6.6,341.64,16.24,3.12,17.72,3.4,3.9,0.91,0.58,2.28,5.6,0.99
526.blender_r,414,6160075581,2964088199644,449102691851,16082174339,1217155517000,1738628510803,415322,9737244576,40730823532,3496,409594,21726250436,949816761856,170569008791,1629731748,1122156410,7338564982,1869967,134549382,362731128,16294667061,455029655059,169580586892,403432634,965957268360,8531225,170084960432,3770020,674626,7174532878,17287699801,1062712333,5934196431,3530682216,27804654953,45964398776,1568645064342,233320514777,376865512141,376883195834,523626292397,891823856993,50492410115,747073425,3021088955839,16379351120,457572416126,186060167079,8838180094,968120660748,170448871576,21975159938,25215729621,5889070546,673615724128,296269233234,3895310564023,1390022520274,1207928223000,1219843217358,184.44,2.46,6.6,341.82,16.24,3.12,17.72,3.39,3.89,0.91,0.58,2.27,5.6,0.99
526.blender_r,416,6187291124,2979960304316,451459052813,16152948245,1223102458875,1747131549118,415481,9784820096,40887413190,3517,411595,21805223390,954907405262,171407401793,1639198749,1124612747,7360978649,1872463,134610632,363702159,16372309770,457349187360,170359359589,405394111,970887230579,8540300,170903980515,3778636,676360,7211736404,17356595650,1068113454,5957446394,3539583976,27906925040,46134084972,1576472389107,234329016269,378526120676,378543890445,526128814000,896044809360,50790025514,752440510,3037604307267,16450349480,460021837212,187061817788,8881948550,973449229743,171296553559,22075713085,25347279277,5909723743,675793900148,297768414518,3914183962961,1396851163207,1213871720375,1225848009657,184.65,2.46,6.6,342,16.24,3.12,17.73,3.39,3.9,0.91,0.58,2.27,5.6,0.99
526.blender_r,418,6212863135,2994368761164,453595190319,16232689966,1229058765750,1755648181007,415661,9832470559,41092584694,3537,413595,21900868505,959557505088,172218254359,1650253366,1126897813,7391013883,1875095,134669565,364634018,16444866906,459762797633,171192911291,407505027,975852639227,8549733,171690058027,3790378,678133,7242779592,17434723009,1074685077,5983678995,3549208601,28019446710,46321428323,1584249716460,235418491427,380317669276,380335523283,528710013880,900504650243,51063182630,758281912,3053570582179,16524711284,462401236050,188018369836,8918564192,978549109874,172067310009,22153381207,25440716149,5932685199,677482875862,298881816523,3934769983369,1403990515095,1219814138625,1231853245367,184.79,2.46,6.6,342.38,16.24,3.12,17.75,3.39,3.89,0.91,0.57,2.27,5.61,0.99
526.blender_r,420,6223339738,3009973164785,455927636163,16294468777,1234407974125,1763296273036,415986,9875264074,41184601542,3569,415394,21955707482,964530447984,172563734424,1653222075,1127751606,7408395094,1876768,134718678,365081106,16472849721,460508948796,171473250604,408446336,980463636793,8559435,172465734099,3797954,681024,7279648669,17532847103,1081524126,6023792009,3559282859,28209496016,46619643936,1591716614635,236519751018,382064370520,382082311422,531159534248,904797525285,51343059072,764435989,3059709415506,16563873433,463319704240,188395892075,8942646096,980545136845,172473696063,22215972478,25513380299,5947798266,678822498693,299776646974,3949476769251,1409173952519,1224193786750,1236278515248,184.72,2.46,6.6,342.15,16.24,3.12,17.74,3.39,3.89,0.91,0.58,2.26,5.61,0.99
527.cam4_r,2,19275474,2115932161,362529281,1176509,1717369125,1540149616,164012,13738962,32976609,446,576,24252651,437317085,350605351,16053143,1028724,7025568,148938,13297823,18115340,1839574,1372670497,329016198,370514,450613197,1132432,271028421,345616,19821,17862078,48189330,4633047,3593824,9089501,43202222,166501920,2986749517,254119849,747570670,747605397,979936587,1600741066,16000094,4405383,9690492152,1932923,2383942699,1031842064,33681902,2134285339,350815858,82707452,42574749,21291937,557292218,217604398,5525555957,2433724827,2616776375,2662389862,5013.39,2.31,4.06,287.71,9.39,4.54,27.62,2.64,1.36,0.68,0.16,2.56,4.54,0.98
527.cam4_r,4,26915991,9627481850,2373684924,1771509,4468949875,4694255159,195284,35752122,89078786,614,1503,139457381,2117564017,1252860940,27603620,6026781,39729809,220621,22534560,55333984,10859528,3402193224,1102858833,1334963,3256493035,1859997,709120297,493354,34619,57953346,277471326,12869231,32690509,81591336,279438466,802577946,9677409410,1643493863,2498852287,2498964051,4484121075,5169023945,104330493,11483381,13477019010,6724890,2834863864,1297337535,49884052,3287724726,721050565,325991896,170016377,61455822,4983483873,1316595409,13229945651,5731761175,5883097500,5969726419,2004.05,2.19,4.75,270.17,10.39,4.1,18.69,4.64,2.42,0.87,0.35,3.79,4.62,0.99
527.cam4_r,6,79000177,21618951492,3707563961,13471241,9754378875,11828444971,243128,78035196,443094725,875,3281,461785401,5930433007,2535616560,50302450,6684565,72425642,296654,23385603,76307545,24653021,4878463159,2383521637,2744908,7930375712,2198574,1883665846,740355,107353,108528344,536953854,27155165,61673893,113674352,460632613,1367960819,17770142646,2765034935,3885519409,3885716264,8581803300,8981057164,189271065,16211909,27588546991,19197843,4299724567,2227260581,204006420,7893740723,1877565649,606791319,318227556,80108290,7622317887,2604119584,30895543613,12596867597,11544410625,11680428652,1437.06,1.93,6.42,135.23,12.39,3.49,14.69,5.97,3.13,0.79,0.43,2.93,4.91,0.99
527.cam4_r,8,92466938,36483780525,5160210364,27007871,15692030250,20317050663,244249,125536396,713986449,882,5282,760187893,10831373547,3816622356,72817041,7182009,108916408,370495,24118744,97273063,38442937,6355114176,3664188906,4242906,12914186389,2516075,3164290411,1011158,188078,167339481,807932818,41642084,94058863,146424856,654465357,1957678473,25864855301,3891285177,5274810982,5275091171,12700927648,12815315899,279993295,20910569,42816018470,32947889,5787144622,3217657266,384453173,12914401437,3167633216,927907614,486074233,89668410,10578744732,4002207490,49248013788,19876248595,17492329500,17685340190,1299.51,1.8,7.4,111.37,13.31,3.32,13.52,6.98,3.66,0.67,0.47,2.64,4.96,0.99
527.cam4_r,10,104505568,51350351988,6611645408,40543626,21644070875,28827666398,245334,173152711,1005916561,894,7283,1076664579,15732729936,5092525125,94959298,7792766,149019453,439451,24876903,118318722,52259702,7823789293,4940602599,5832383,17877654581,2838547,4439384994,1285423,263799,229713281,1087099253,56361174,129828383,178933531,861039379,2568592169,33987855943,5030189692,6679554818,6679921541,16835458156,16670050336,372563714,25717102,57932187539,46591561,7261930731,4200136555,563676658,17898495809,4448054752,1261063662,667165263,99966297,13764610847,5473246279,67518267270,27139161342,23438506750,23689898932,1243.41,1.73,7.98,102.78,13.79,3.24,13.02,7.68,4.06,0.61,0.5,2.51,4.98,0.99
527.cam4_r,12,117688145,66130953546,8053431158,54448457,27590805250,37330445265,246415,220726574,1311434487,904,9284,1399702296,20606476536,6302182349,120939155,12919979,194364455,809737,32908178,166335307,66441419,9311073204,6174112989,7421509,22826424174,3168107,5715681835,1560878,333690,293419497,1392623694,75695534,169176570,266011537,1166904574,3334044985,41987917473,6621868855,8711587263,8712034680,20918426999,20670121198,432460564,37151576,73009426990,61312128,8733409611,5179335484,741779575,22869488226,5730092629,1594951316,861695378,114306804,17144576250,6994733986,85664951931,34330705601,29384725250,29692160697,1190.78,1.69,8.36,98.42,14.1,3.19,12.74,8.16,4.41,0.58,0.51,2.45,4.99,0.99
527.cam4_r,14,175756916,80165397520,9660605565,72429933,33434691250,45673103562,273918,267477655,1764095365,934,11247,1766560826,24887481096,7708341146,178075434,17895851,228615163,1655268,41558970,215195864,96590763,11333562659,7574737754,8197414,26579145194,4047057,7053834135,1824598,980215,399774772,1655113873,119621031,198930769,364365398,1465669492,4004759739,49816793596,8405497429,11140730413,11141271215,25124494609,24978933824,471382297,53839993,86523963698,84089656,10516666598,6304541823,862571105,26670452846,7076848055,2013497776,1168135371,205896094,26222564015,9362853611,101343428243,40175144175,35226361250,35596165899,1028.95,1.67,8.23,100.31,13.72,3.24,12.23,8.88,5.15,0.91,0.53,2.8,5.05,0.99
527.cam4_r,16,239219962,94269356119,11665799642,100275852,39368728500,54156616667,302329,314950077,2235914649,945,13247,2072298342,28818516734,9253654573,217484042,23100394,292177949,2031046,49855396,296570152,124722341,13421275414,9119770604,10536695,30705924539,4771257,8446482509,2147207,1604527,504308589,2050215898,152210203,251918284,497233194,1913480509,5059452689,57638387567,9941851173,13226305004,13226925433,29089950835,28989470791,512024721,70869766,101457305423,111772374,12588491812,7556475125,996890197,30824981150,8495643347,2394579341,1465428789,271876190,32473253376,11217195135,118642929682,46561164588,41171101875,41601080121,907.71,1.67,8.06,101.77,13.43,3.29,11.94,9.28,5.68,1.05,0.53,2.89,5.1,0.99
527.cam4_r,18,293954865,109039948423,13702652783,128356495,45306549375,62635290418,325384,362452499,2889692331,955,15248,2595533749,32866641531,10722958102,269742404,28795304,339543148,2717663,58560854,364508243,154360531,15464256505,10593425390,12023349,34794010126,5761990,10010493862,2698241,1949984,643136530,2365134814,191335859,291859022,621635016,2293057756,5897549712,65414267088,11979323077,15876285659,15876992813,33482481774,33411061222,550049033,88620322,116339547176,139279578,14655041030,8789680616,1113428174,34896224283,10044262184,2900014897,1848478265,329851062,39943104041,13394861112,135986196794,52972113062,47116593500,47605583102,835.3,1.67,7.94,104.49,13.24,3.33,11.58,10.03,6.39,1.14,0.54,2.98,5.13,0.99
527.cam4_r,20,367382977,123133570912,15667426357,154246398,51247247375,71129072617,366110,409978111,3469528300,968,17249,2985786490,36767392775,12292919270,306884774,33169858,404381691,3067379,66413300,449957415,182126183,17577497384,12170434494,14654740,38854268653,6487496,11480669219,3087026,2622848,757194621,2764721400,223584360,346007722,749398265,2738236333,6962335209,73294742845,13320431784,17788370582,17789161677,37272763180,37306385700,595049809,106513196,131127223674,168537105,16731645002,10056074037,1253303326,38985717551,11534910155,3318834960,2169269646,389234656,46498992629,15323513506,153123307008,59372817904,53062013875,53610708715,778.03,1.66,7.84,104.63,13.04,3.36,11.37,10.35,6.77,1.21,0.54,3.03,5.16,0.99
527.cam4_r,22,411710733,138379454596,17795209564,184781492,57200414375,79641284153,369610,457603445,4116411451,977,19250,3506307689,40939489531,13718135623,354774812,41094187,456751285,3726303,78009445,523119344,208902974,19584549236,13633324202,15948442,42935186759,7416908,13019430883,3595046,3042496,890245817,3099073786,259031412,387906015,890593504,3154389839,7875241521,81133143113,15366275748,20415434867,20416312833,41593604408,41652693550,633143150,123190878,146123083955,197223076,18819879782,11311020085,1378715673,43105901842,13082716320,3790962335,2531653999,447473577,53667346249,17426945124,170381851286,65783744718,59008767000,59615988297,740.9,1.66,7.76,105.98,12.92,3.39,11.17,10.77,7.2,1.27,0.55,3.08,5.18,0.99
527.cam4_r,24,496135788,152131402230,19651120722,208532577,63148330750,88145719267,411039,505186963,4735263479,987,21251,3926092865,44768828997,15328772404,396200648,43276601,517349792,4129045,83029426,603707390,239918768,21733877905,15223496810,18757952,46997634123,8193246,14513038505,4037448,3630878,1010765597,3480284376,295537237,441159346,1003076590,3569154558,8864970272,88988480800,16832797936,22509452934,22510416138,45612443640,45730459185,676951375,143942610,161014680562,225776765,20906332834,12574445158,1511733495,47205456599,14598505079,4243937753,2873105069,506246544,60594569605,19448072788,187609708897,72193385065,64954599875,65621200034,713.16,1.66,7.7,106.51,12.8,3.41,11.03,11.08,7.5,1.32,0.55,3.12,5.2,0.99
527.cam4_r,26,530769241,167601198715,21869814960,241087717,69097811375,96631435425,413843,552782596,5329069902,997,23252,4413091919,48981335522,16698887635,439641513,52675375,570322653,4696296,97399621,684528569,263692000,23599150824,16636923233,19869879,51065021587,9053531,16029655766,4503020,4147037,1137566005,3802708753,326384012,481246602,1145655320,3968394841,9766433522,96871938982,18695806283,24936312158,24937362816,49764902861,49948261424,714784942,158522071,175923001413,254735477,22987063678,13834832509,1644756380,51319143864,16122909877,4682147182,3211744582,565114426,67381917253,21438001619,204773304420,78589170972,70901581875,71626423272,690.61,1.66,7.65,106.96,12.72,3.43,10.91,11.3,7.75,1.36,0.55,3.14,5.21,0.99
527.cam4_r,28,620484989,181200391941,23663965847,264042523,74997708000,105067328774,463070,599981853,5935716875,1011,25234,4838201928,52790715258,18340315335,487433663,54136871,628946320,5141565,100156114,758799647,296489391,25901614077,18281671126,22761659,55092753704,9900860,17526967999,4965612,4644825,1263159048,4195374216,365693516,534635280,1263835038,4404123531,10775708509,104583712160,20318931980,27167244449,27168380876,53877137945,54098613073,755760844,178750934,190777191295,282479527,25061336064,15081573487,1769473065,55392942210,17650449958,5160127729,3567922294,625483771,74679617900,23573075724,221790662197,84894019729,76845720125,77631453683,675.37,1.66,7.61,107.82,12.65,3.44,10.81,11.58,8.01,1.4,0.55,3.17,5.23,0.99
527.cam4_r,30,655393191,196786041328,25963188453,294908776,80942026375,113565822729,463070,647536551,6552174512,1021,27235,5309481063,56994008154,19672701601,525985329,63069748,680524325,5686939,115332610,832776091,319985995,27735978021,19604345462,23888385,59112623132,10685297,19009092518,5389102,5230633,1382835131,4511352897,397165694,574388591,1394989364,4785006370,11648102058,112514904363,22040966093,29462317214,29463522510,57942696131,58249278472,795651398,193737838,205312330457,311368178,27092193633,16319965354,1905123076,59417870200,19120690155,5570038882,3885014392,684807904,81109743829,25491933258,238882324162,91291479288,82792103750,83634248117,659.39,1.66,7.58,107.77,12.58,3.46,10.74,11.68,8.15,1.44,0.55,3.18,5.23,0.99
527.cam4_r,32,751245298,210742809769,27772851823,318444583,86880774500,122056237166,507288,695046325,7138556076,1032,29236,5729235819,60930257584,21327598965,572452467,66218320,745028295,6115430,120011440,917523226,350971132,29953224833,21283566641,26699106,63195081483,11580825,20543821418,5890719,5677046,1513006038,4926089709,433503300,630500428,1531547200,5264081100,12745441113,120301658616,23708996060,31726723160,31728014475,62031539933,62379081687,837904202,212934856,220394381221,338980529,29195059119,17575950438,2025465063,63540945464,20685522534,6085617199,4263547845,742192858,88624964632,27686001638,256269467792,97711597714,88734561000,89635112931,650.17,1.66,7.55,108.81,12.54,3.47,10.65,11.97,8.39,1.46,0.55,3.2,5.25,0.99
527.cam4_r,34,783645815,225664811019,29956498550,348893329,92829140750,130561377112,530173,742633271,7801415635,1041,31237,6232324623,64948456887,22703389330,614869965,73234951,792501554,6690162,132293338,985187720,377063159,31895829184,22648206756,28026605,67228621698,12351824,22015115281,6359891,6322485,1627750290,5226034634,468454787,668262979,1644906544,5606285143,13544786444,128179592868,25371900707,33990582802,33991960323,66126088558,66554799407,877335290,229204242,235085728048,366954857,31280459144,18848146011,2168979888,67592548662,22175583765,6473346327,4575747398,808117383,95159191719,29633657327,273224262556,104044646561,94680487000,95640270284,640.64,1.66,7.52,108.39,12.47,3.48,10.6,12,8.48,1.5,0.56,3.21,5.25,0.99
527.cam4_r,36,869655815,240027069828,31865622489,374266095,98776244625,139064471728,560822,790210070,8375868876,1052,33238,6636727450,68982813419,24313539072,657337417,77545408,857841451,7086960,139138150,1076140226,406307321,33977143658,24285207753,30611262,71322943532,13324872,23572744835,6904475,6678945,1764013329,5626165200,500953497,723057586,1780794904,6065127710,14614183545,136011120464,27035269942,36244155574,36245619486,70211753672,70696892504,918804939,247667402,250186642318,395971834,33357989290,20084472863,2283826381,71735884733,23741387078,7009604046,4958568105,859520623,102534007682,31773042332,290766246329,110533877865,100626943500,101645543075,631.83,1.66,7.5,109.55,12.46,3.49,10.54,12.28,8.69,1.51,0.56,3.23,5.26,0.99
527.cam4_r,38,912903709,254586688921,33933949911,402868621,104720631625,147563623996,581530,837765320,9075430240,1067,35239,7166231570,72931351292,25734578643,704052680,83299454,905276858,7735172,148900663,1138986566,434456050,36052869594,25701855608,32128846,75338461829,14017199,25047387018,7248309,7424027,1881007383,5943193598,539960875,762634348,1894381850,6426550594,15442297317,143845949548,28702333180,38499655108,38501205538,74296071048,74846507967,958805963,264812785,264320002771,421046870,35284520627,21284723296,2414619142,75666317992,25185016087,7424180944,5288430401,938819974,110718819135,34010679977,307207075688,116675343323,106563349000,107646556111,627.77,1.66,7.49,109.47,12.42,3.49,10.5,12.33,8.78,1.56,0.56,3.26,5.27,0.99
527.cam4_r,40,987429349,269353876456,35956432779,430278316,110661148875,156056836151,605042,885289441,9598127352,1078,37240,7547371724,77052169982,27275140593,743707810,88498340,968334830,8105718,157050938,1224932193,462465320,38139991309,27268843076,34671334,79454082481,15009981,26601715115,7858141,7711887,2017914135,6321923230,573859178,813880325,2026074579,6863831252,16456552569,151682914051,30368781960,40758146639,40759790183,78385448478,79007969547,999153221,282256074,280075657887,453663972,37526296822,22598965846,2541898542,79963598430,26809455664,7931885143,5651190189,976752220,116602108085,35890597859,325177077422,123325013585,112505798625,113651165604,617.36,1.66,7.46,110.18,12.39,3.5,10.45,12.52,8.92,1.54,0.56,3.25,5.27,0.99
527.cam4_r,42,1039327735,283839393049,37971189809,458473063,116602110000,164550615850,627152,932817018,10280704120,1086,39241,8081580654,81009828661,28757020974,792970251,93467440,1017543145,8751795,165486092,1292711888,491521655,40205929319,28751371197,36240479,83336351649,15854481,28026815801,8150429,8390445,2133401432,6660919091,611442975,857455490,2145595384,7251610667,17352459156,159519804628,32032049813,43006558813,43008287842,82463764857,83136360842,1040120356,300301761,293944056514,476912577,39351892347,23749366301,2661767203,83856405932,28180202322,8368086982,5984004138,1066280501,125689957510,38296473953,341449475350,129377983393,118449674500,119656152075,616.35,1.66,7.47,110.43,12.38,3.51,10.43,12.59,9,1.6,0.56,3.28,5.28,0.99
527.cam4_r,44,1105444390,298676093721,40048134701,486115627,122546386375,173049663922,649261,980371265,10815783898,1100,41242,8458193432,85118566373,30296571559,836110322,98445476,1076771899,9214083,173726341,1374726253,520106782,42283561509,30293317435,38477537,87564166676,16693066,29621240927,8801025,8717773,2268768862,7019008151,647431292,904697177,2270978262,7663479973,18303930640,167365342752,33703727282,45276210050,45278024805,86563935637,87326428513,1079785176,316715451,309668714912,507527532,41652178048,25098322119,2798550275,88095666874,29860049520,8839607925,6346275322,1103112402,131077148626,40110951468,359297447232,135984971826,124390796375,125660268415,610.15,1.66,7.43,110.65,12.34,3.52,10.37,12.7,9.12,1.59,0.56,3.27,5.28,0.99
527.cam4_r,46,1163461582,313570637169,42117299050,513840778,128524177000,181597220135,671371,1028193536,11473734864,1115,43243,8964751719,89198006352,31790413287,882074079,103518403,1130182461,9812719,182104773,1448316217,548718776,44364173447,31804671195,40365398,91423912018,17542773,31002988678,9086754,9367685,2382728228,7380146813,683248684,952214494,2395965013,8075907810,19258565405,175206683235,35400729244,47590447903,47592349796,90691965179,91487614925,1121400599,335689436,324241440015,533205164,43577972989,26286205844,2917515898,92192389169,31219484384,9268672766,6661216044,1197304096,140250942523,42502530301,375930934819,142091064844,130337617875,131664621815,608.1,1.66,7.44,111.14,12.34,3.52,10.39,12.75,9.16,1.65,0.56,3.3,5.29,0.99
527.cam4_r,48,1223213162,328090774609,44153783412,542078453,134471852375,190101286031,693481,1075774981,12036874439,1129,45244,9372586221,93209633370,33303220394,927622083,108534471,1185072869,10358994,190473738,1522962983,577734007,46436130180,33322479985,42289102,95679551282,18352233,32658360553,9745903,9782039,2525030661,7716322403,720889560,995467814,2515036433,8460949639,20144508185,183055170989,37147476063,49972720681,49974712460,94854588728,95740902187,1162283278,354029717,339053933997,562056559,45675972740,27549467745,3042767274,96210329544,32865013084,9793908774,7057405046,1234495991,146842140074,44533499467,393241047887,148600535162,136281709625,137669893227,603.24,1.66,7.42,111.43,12.31,3.52,10.32,12.91,9.31,1.63,0.56,3.3,5.29,0.99
527.cam4_r,50,1281895073,342783235667,46196952818,569986782,140420088750,198606161873,715591,1123360842,12663826584,1139,47245,9849423624,97246904830,34833571420,971481925,113539269,1243229919,10860728,198731878,1602549675,605923996,48529170045,34863517535,44497255,99667880778,19215237,33980312082,9973740,10367838,2630733117,8098917907,754761431,1047080624,2646297104,8899294167,21164607745,190894171773,38718860679,52088925234,52090990398,98853637607,99774588840,1202324438,371130813,354116296040,590159589,47751659887,28803597137,3175915420,100407862451,34281735656,10194265198,7354160311,1314065466,154295351761,46614249109,410443210528,154918612631,142226817000,143674969403,600.03,1.66,7.42,111.5,12.29,3.53,10.33,12.91,9.31,1.66,0.56,3.31,5.3,0.99
527.cam4_r,52,1341146216,357391097752,48241520119,597837983,146363919125,207104452174,737701,1170911520,13248378037,1150,49246,10283339561,101271523252,36321561056,1019751959,118563496,1293840269,11457016,207214159,1671302255,635570164,50590609353,36355286642,46091598,103698957203,20197638,35645146220,10653388,10788664,2778906921,8417518593,793943934,1088093885,2763249471,9271470258,22002909401,198724308396,40689047709,54669818848,54671980675,103194031567,104147385172,1241061841,389197211,369215384008,618054703,49848765254,30054962353,3294674534,104539743102,35855219179,10737876751,7749346684,1363109781,162047934969,48847507304,427517324878,161322010937,148171569875,149680191121,597.38,1.66,7.41,112.06,12.28,3.53,10.3,13.08,9.44,1.66,0.56,3.32,5.3,0.99
527.cam4_r,54,1399981440,372077512023,50287122059,626101771,152327700375,215631836041,759811,1218621736,13859249015,1159,51247,10735543347,105319648662,37862412257,1060680900,123701881,1356109469,11874813,215353832,1756504661,663152872,52696973769,37923917272,48631185,107801199755,20902650,37009746981,10920325,11426286,2882938138,8816815488,826100265,1141859711,2896462238,9722377317,23068202527,206565684531,42053090725,56602389291,56604637297,107011044615,108062182417,1284548341,406869987,384002880590,647009461,51925184077,31320969997,3434379131,108628229404,37346706364,11118250838,8056277179,1431292972,168427509235,50754626478,444881861236,167723593219,154115874875,155685273995,593.5,1.66,7.4,111.81,12.26,3.54,10.28,13.05,9.45,1.68,0.56,3.32,5.3,0.99
